id,customer_id,transaction_date,amount_usd,currency,destination_suburb,destination_city,transaction_type,description,reference_number
1611,179,2025/07/02 09:19,5247.26,ZAR,Port Elizabeth Central,Cape Town,TRANSFER,Investment capital,TXN-2025-001004
1612,30,2025/07/02 12:31,10000,ZAR,Alberton,Pretoria,DEPOSIT,Supplier payment,TXN-2025-002990
1613,166,2025/07/02 12:51,4722.65,ZAR,Chatsworth,Durban,PAYMENT,Construction payment,TXN-2025-002930
1614,171,2025/07/02 14:34,15999,ZAR,Roodepoort,Pretoria,DEPOSIT,Gift payment,TXN-2025-001556
1615,121,2025/07/02 14:56,38542.41,ZAR,Polokwane,Durban,PAYMENT,Commission payment,TXN-2025-001205
1616,156,2025/07/03 08:58,25000,ZAR,Katlehong,Johannesburg,WITHDRAWAL,Accounting services,TXN-2025-000591
1617,20,2025/07/03 09:48,12515.98,ZAR,Plettenberg Bay,Cape Town,DEPOSIT,Legal fees,TXN-2025-001108
1618,57,2025/07/03 10:07,13741.48,ZAR,Krugersdorp,Cape Town,PAYMENT,Medical expenses,TXN-2025-001240
1619,103,2025/07/03 10:13,654.03,ZAR,Rosebank,Johannesburg,TRANSFER,Family support,TXN-2025-002493
1620,69,2025/07/03 11:03,358.61,ZAR,Sea Point,Cape Town,DEPOSIT,Utility payment,TXN-2025-001981
1621,46,2025/07/03 12:27,8990,ZAR,Edenvale,Pretoria,PAYMENT,Event payment,TXN-2025-002863
1622,167,2025/07/03 17:34,490.97,ZAR,Tsakane,Johannesburg,WITHDRAWAL,Stock purchase,TXN-2025-002592
1623,103,2025/07/03 18:27,27702.76,ZAR,Umhlanga Rocks,Johannesburg,PAYMENT,Construction materials,TXN-2025-002950
1624,108,2025/07/04 08:17,833.24,ZAR,Claremont,Pretoria,TRANSFER,Accounting services,TXN-2025-000696
1625,52,2025/07/04 11:01,8500,ZAR,Nelspruit,Johannesburg,TRANSFER,Gift payment,TXN-2025-000948
1626,18,2025/07/04 12:35,984.31,ZAR,Hatfield,Pretoria,DEPOSIT,Rental payment,TXN-2025-001534
1627,155,2025/07/04 13:19,25500,ZAR,Mossel Bay,Johannesburg,TRANSFER,Construction materials,TXN-2025-001859
1628,59,2025/07/04 13:21,1732.23,ZAR,Durban North,Durban,TRANSFER,Donation,TXN-2025-000824
1629,58,2025/07/04 13:59,31226.44,ZAR,Alberton,Johannesburg,WITHDRAWAL,Family support,TXN-2025-000516
1630,98,2025/07/04 14:38,10950,ZAR,Thokoza,Johannesburg,DEPOSIT,Rental payment,TXN-2025-001683
1631,16,2025/07/04 15:07,15990,ZAR,Brooklyn,Pretoria,PAYMENT,Stock purchase,TXN-2025-000614
1632,177,2025/07/04 17:15,20900,ZAR,East London Central,Pretoria,DEPOSIT,Entertainment costs,TXN-2025-002392
1633,89,2025/07/04 18:36,12500,ZAR,Nelspruit,Johannesburg,PAYMENT,School fees,TXN-2025-001961
1634,67,2025/07/04 19:10,11815.5,ZAR,Katlehong,Johannesburg,TRANSFER,Construction payment,TXN-2025-001257
1635,178,2025/07/05 08:26,36246.24,ZAR,Chatsworth,Durban,DEPOSIT,Sponsorship fee,TXN-2025-001087
1636,59,2025/07/05 08:58,4148.84,ZAR,Plettenberg Bay,Pretoria,PAYMENT,Marketing services,TXN-2025-002145
1637,84,2025/07/05 09:13,4826.92,ZAR,Sea Point,Cape Town,PAYMENT,IT services,TXN-2025-000731
1638,71,2025/07/05 09:29,3659.74,ZAR,Hermanus,Pretoria,WITHDRAWAL,Property investment,TXN-2025-001154
1639,167,2025/07/05 09:46,22405.6,ZAR,Brooklyn,Pretoria,TRANSFER,Utility payment,TXN-2025-002069
1640,117,2025/07/05 09:58,10000,ZAR,Manenberg,Cape Town,DEPOSIT,IT services,TXN-2025-002563
1641,78,2025/07/05 11:05,2052.29,ZAR,Hillbrow,Johannesburg,TRANSFER,Loan repayment,TXN-2025-000157
1642,80,2025/07/05 11:34,10999,ZAR,Mitchells Plain,Cape Town,TRANSFER,Equipment lease,TXN-2025-002797
1643,6,2025/07/05 12:43,3862.7,ZAR,Hatfield,Pretoria,DEPOSIT,Entertainment costs,TXN-2025-000125
1644,62,2025/07/05 13:01,2504.88,ZAR,Sunnyside,Pretoria,PAYMENT,Donation,TXN-2025-001753
1645,102,2025/07/05 13:05,23292.62,ZAR,Vosloorus,Johannesburg,DEPOSIT,Marketing services,TXN-2025-002224
1646,24,2025/07/05 15:38,1406.63,ZAR,Brooklyn,Pretoria,TRANSFER,Construction payment,TXN-2025-000265
1647,173,2025/07/05 17:26,20900,ZAR,Bloemfontein Central,Johannesburg,DEPOSIT,Legal fees,TXN-2025-001621
1648,183,2025/07/05 17:37,8000,ZAR,Newlands,Cape Town,PAYMENT,Software license,TXN-2025-001052
1649,165,2025/07/06 08:32,299.17,ZAR,Claremont,Johannesburg,TRANSFER,Supplier payment,TXN-2025-000759
1650,58,2025/07/06 09:16,32089.06,ZAR,Richards Bay,Cape Town,PAYMENT,Property investment,TXN-2025-002359
1651,125,2025/07/06 09:40,22815.14,ZAR,Pietermaritzburg,Johannesburg,DEPOSIT,Utility payment,TXN-2025-002561
1652,197,2025/07/06 11:18,621.37,ZAR,Paarl,Cape Town,PAYMENT,School fees,TXN-2025-000929
1653,78,2025/07/06 13:27,591.43,ZAR,Nelspruit,Cape Town,TRANSFER,Donation,TXN-2025-001040
1654,132,2025/07/06 14:44,963.68,ZAR,Mabopane,Pretoria,DEPOSIT,Property investment,TXN-2025-001667
1655,94,2025/07/06 15:46,24278.33,ZAR,George Central,Durban,DEPOSIT,Furniture purchase,TXN-2025-002553
1656,19,2025/07/06 17:39,8999,ZAR,Salt Rock,Cape Town,DEPOSIT,Marketing services,TXN-2025-001256
1657,28,2025/07/06 18:49,13018.94,ZAR,Edenvale,Johannesburg,TRANSFER,Office equipment,TXN-2025-002442
1658,145,2025/07/06 19:21,3104.7,ZAR,Ballito,Durban,PAYMENT,Construction payment,TXN-2025-002148
1659,188,2025/07/06 19:57,9500,ZAR,Boksburg,Durban,WITHDRAWAL,Donation,TXN-2025-000569
1660,74,2025/07/07 09:29,1642.61,ZAR,Mitchells Plain,Cape Town,DEPOSIT,Professional services,TXN-2025-000793
1661,34,2025/07/07 10:39,6944.97,ZAR,Diepsloot,Cape Town,TRANSFER,Legal fees,TXN-2025-002330
1662,178,2025/07/07 12:11,8990,ZAR,Kimberley Central,Cape Town,PAYMENT,Training costs,TXN-2025-002195
1663,51,2025/07/07 12:32,35970.42,ZAR,Germiston,Pretoria,DEPOSIT,Service payment,TXN-2025-000451
1664,7,2025/07/07 12:48,13759.26,ZAR,Waterkloof,Pretoria,WITHDRAWAL,Property deposit,TXN-2025-001924
1665,2,2025/07/07 14:47,41311.59,ZAR,Boksburg,Cape Town,TRANSFER,Subscription fee,TXN-2025-002313
1666,57,2025/07/07 16:21,25990,ZAR,Waterkloof,Pretoria,DEPOSIT,Equipment lease,TXN-2025-002704
1667,72,2025/07/07 16:51,19872.87,ZAR,Paarl,Cape Town,TRANSFER,Vehicle purchase,TXN-2025-001989
1668,173,2025/07/07 16:57,13063.76,ZAR,Richards Bay,Pretoria,TRANSFER,Furniture purchase,TXN-2025-002663
1669,9,2025/07/07 17:19,20500,ZAR,Alberton,Johannesburg,TRANSFER,IT services,TXN-2025-001584
1670,19,2025/07/07 17:34,10000,ZAR,Constantia,Cape Town,PAYMENT,Property investment,TXN-2025-002073
1671,73,2025/07/07 17:36,5155.53,ZAR,Mamelodi,Pretoria,TRANSFER,Professional services,TXN-2025-000837
1672,10,2025/07/08 15:32,31241.6,ZAR,East London Central,Durban,DEPOSIT,Utility payment,TXN-2025-002722
1673,121,2025/07/08 16:51,4621.13,ZAR,Salt Rock,Durban,PAYMENT,Business payment,TXN-2025-000273
1674,103,2025/07/08 17:57,7021.18,ZAR,Somerset West,Pretoria,TRANSFER,Service payment,TXN-2025-000606
1675,173,2025/07/08 19:13,20500,ZAR,Umhlanga Rocks,Durban,PAYMENT,Construction payment,TXN-2025-000020
1676,116,2025/07/08 19:28,15900,ZAR,George Central,Pretoria,DEPOSIT,Marketing services,TXN-2025-002261
1677,15,2025/07/09 10:20,8811.13,ZAR,Port Elizabeth Central,Pretoria,TRANSFER,Construction materials,TXN-2025-000411
1678,96,2025/07/09 15:42,4844.97,ZAR,Sea Point,Cape Town,PAYMENT,Loan repayment,TXN-2025-002231
1679,121,2025/07/09 16:32,11777.66,ZAR,Knysna,Cape Town,WITHDRAWAL,School fees,TXN-2025-001324
1680,59,2025/07/09 17:23,1130.91,ZAR,Hermanus,Durban,DEPOSIT,Commission payment,TXN-2025-000903
1681,174,2025/07/09 17:31,7950,ZAR,Richards Bay,Pretoria,TRANSFER,Professional services,TXN-2025-002672
1682,133,2025/07/09 18:24,10500,ZAR,Sandton,Johannesburg,PAYMENT,Personal transfer,TXN-2025-001355
1683,123,2025/07/10 09:23,1266.01,ZAR,Newlands,Cape Town,WITHDRAWAL,Utility payment,TXN-2025-001877
1684,178,2025/07/10 09:33,24205.94,ZAR,Knysna,Johannesburg,TRANSFER,Furniture purchase,TXN-2025-001581
1685,180,2025/07/10 09:58,8623.22,ZAR,Woodlands,Johannesburg,PAYMENT,Maintenance costs,TXN-2025-000450
1686,172,2025/07/10 10:38,5900,ZAR,Kloof,Durban,PAYMENT,Investment capital,TXN-2025-002526
1687,159,2025/07/10 10:52,9500,ZAR,Krugersdorp,Johannesburg,PAYMENT,Equipment lease,TXN-2025-000073
1688,117,2025/07/10 12:19,25000,ZAR,Hillcrest,Pretoria,WITHDRAWAL,Construction payment,TXN-2025-002765
1689,173,2025/07/10 12:19,8169.6,ZAR,Umhlanga,Durban,PAYMENT,Supplier payment,TXN-2025-001602
1690,66,2025/07/10 12:59,10944.01,ZAR,Katlehong,Johannesburg,TRANSFER,Vehicle purchase,TXN-2025-002503
1691,89,2025/07/10 14:02,1313.12,ZAR,Bedfordview,Johannesburg,DEPOSIT,Personal transfer,TXN-2025-000067
1692,42,2025/07/10 19:29,25999,ZAR,Randburg,Johannesburg,WITHDRAWAL,Personal transfer,TXN-2025-002934
1693,61,2025/07/11 10:28,8679.88,ZAR,Berea,Johannesburg,PAYMENT,Travel expenses,TXN-2025-002651
1694,55,2025/07/11 12:07,7604.78,ZAR,Brooklyn,Pretoria,TRANSFER,Personal transfer,TXN-2025-002593
1695,33,2025/07/11 13:29,10950,ZAR,Kimberley Central,Pretoria,PAYMENT,Vehicle purchase,TXN-2025-001187
1696,170,2025/07/11 14:20,15500,ZAR,Green Point,Cape Town,DEPOSIT,Business payment,TXN-2025-002971
1697,108,2025/07/11 15:34,4705.76,ZAR,Stellenbosch,Johannesburg,WITHDRAWAL,Loan repayment,TXN-2025-002113
1698,84,2025/07/11 18:04,20500,ZAR,Benoni,Durban,WITHDRAWAL,Commission payment,TXN-2025-002438
1699,94,2025/07/11 19:16,40978.3,ZAR,Edenvale,Pretoria,TRANSFER,Trade payment,TXN-2025-001811
1700,96,2025/07/12 08:29,3813.16,ZAR,Alexandra,Johannesburg,DEPOSIT,Construction payment,TXN-2025-002762
1701,171,2025/07/12 08:36,629.34,ZAR,Bedfordview,Cape Town,PAYMENT,Commission payment,TXN-2025-000652
1702,164,2025/07/12 10:04,3697.57,ZAR,Roodepoort,Cape Town,DEPOSIT,Property deposit,TXN-2025-002098
1703,111,2025/07/12 10:25,1624.78,ZAR,Newlands,Pretoria,TRANSFER,Vehicle purchase,TXN-2025-002700
1704,181,2025/07/12 12:35,344.19,ZAR,Boksburg,Cape Town,PAYMENT,Supplier payment,TXN-2025-001217
1705,51,2025/07/12 12:38,26351.15,ZAR,Diepsloot,Durban,TRANSFER,Utility payment,TXN-2025-000230
1706,72,2025/07/12 13:42,335.93,ZAR,Ivory Park,Johannesburg,DEPOSIT,Equipment lease,TXN-2025-002820
1707,41,2025/07/12 14:33,32651.39,ZAR,Mabopane,Pretoria,PAYMENT,Maintenance costs,TXN-2025-000524
1708,14,2025/07/12 17:03,8990,ZAR,Hillbrow,Johannesburg,WITHDRAWAL,Personal transfer,TXN-2025-002328
1709,31,2025/07/12 18:12,5076.92,ZAR,Bloemfontein Central,Durban,WITHDRAWAL,Investment funds,TXN-2025-001808
1710,146,2025/07/12 18:31,10900,ZAR,Umhlanga,Durban,WITHDRAWAL,IT services,TXN-2025-001331
1711,93,2025/07/12 19:10,11376.14,ZAR,George Central,Durban,DEPOSIT,Personal transfer,TXN-2025-001120
1712,172,2025/07/12 19:46,270.3,ZAR,Randburg,Johannesburg,DEPOSIT,Investment funds,TXN-2025-000920
1713,78,2025/07/13 09:23,30926.82,ZAR,Menlyn,Pretoria,WITHDRAWAL,Export proceeds,TXN-2025-000252
1714,131,2025/07/13 09:32,12900,ZAR,Arcadia,Durban,WITHDRAWAL,Training costs,TXN-2025-000506
1715,153,2025/07/13 09:39,46416.26,ZAR,Claremont,Johannesburg,DEPOSIT,Subscription fee,TXN-2025-001925
1716,188,2025/07/13 10:16,39709.51,ZAR,George Central,Johannesburg,TRANSFER,Loan repayment,TXN-2025-001643
1717,62,2025/07/13 11:11,42014.62,ZAR,Roodepoort,Durban,TRANSFER,Office equipment,TXN-2025-000065
1718,117,2025/07/13 11:14,4153.54,ZAR,Bedfordview,Cape Town,TRANSFER,Donation,TXN-2025-000384
1719,193,2025/07/13 11:16,458.09,ZAR,Constantia,Cape Town,PAYMENT,Training costs,TXN-2025-000215
1720,34,2025/07/13 13:19,1689.27,ZAR,Sandton,Johannesburg,WITHDRAWAL,Insurance premium,TXN-2025-000755
1721,40,2025/07/13 13:43,15999,ZAR,Port Elizabeth Central,Johannesburg,WITHDRAWAL,Rental payment,TXN-2025-002136
1722,154,2025/07/13 14:17,3096.14,ZAR,Benoni,Cape Town,PAYMENT,Savings transfer,TXN-2025-002015
1723,84,2025/07/13 16:12,5900,ZAR,Sandton,Johannesburg,TRANSFER,Gift payment,TXN-2025-002265
1724,20,2025/07/13 17:21,12000,ZAR,Somerset West,Cape Town,PAYMENT,Medical expenses,TXN-2025-002906
1725,115,2025/07/14 08:05,12950,ZAR,Westville,Cape Town,TRANSFER,Investment funds,TXN-2025-001077
1726,130,2025/07/14 08:07,4175.58,ZAR,Polokwane,Durban,PAYMENT,Vehicle purchase,TXN-2025-001709
1727,136,2025/07/14 10:41,893.24,ZAR,Tsakane,Johannesburg,WITHDRAWAL,Loan repayment,TXN-2025-000799
1728,113,2025/07/14 12:02,9990,ZAR,Brooklyn,Pretoria,PAYMENT,Commission payment,TXN-2025-002986
1729,106,2025/07/14 12:56,10029.4,ZAR,Plettenberg Bay,Durban,PAYMENT,Loan repayment,TXN-2025-002911
1730,157,2025/07/14 13:02,13625.86,ZAR,Somerset West,Durban,TRANSFER,Construction materials,TXN-2025-000145
1731,190,2025/07/14 14:43,7000,ZAR,Richards Bay,Johannesburg,WITHDRAWAL,Furniture purchase,TXN-2025-000193
1732,183,2025/07/14 14:48,8175.22,ZAR,Bloemfontein Central,Pretoria,DEPOSIT,Maintenance costs,TXN-2025-000218
1733,69,2025/07/14 14:56,108.49,ZAR,George Central,Johannesburg,PAYMENT,Export proceeds,TXN-2025-001487
1734,96,2025/07/14 15:07,11585.53,ZAR,La Lucia,Pretoria,TRANSFER,Equipment lease,TXN-2025-001752
1735,44,2025/07/14 15:32,25788.78,ZAR,Arcadia,Pretoria,WITHDRAWAL,Construction materials,TXN-2025-002332
1736,8,2025/07/14 15:51,24525.66,ZAR,Kimberley Central,Johannesburg,DEPOSIT,Import payment,TXN-2025-001063
1737,106,2025/07/14 16:58,6748.7,ZAR,George Central,Pretoria,PAYMENT,Donation,TXN-2025-002180
1738,2,2025/07/14 17:39,9000,ZAR,George Central,Pretoria,DEPOSIT,Investment funds,TXN-2025-002032
1739,142,2025/07/14 19:45,9000,ZAR,Sandton,Johannesburg,DEPOSIT,Maintenance costs,TXN-2025-002393
1740,190,2025/07/15 08:50,25513.8,ZAR,Plettenberg Bay,Durban,TRANSFER,Property deposit,TXN-2025-001061
1741,51,2025/07/15 09:24,4678.81,ZAR,Salt Rock,Pretoria,DEPOSIT,Maintenance costs,TXN-2025-000508
1742,134,2025/07/15 09:36,11113.15,ZAR,Kloof,Durban,DEPOSIT,Accounting services,TXN-2025-001313
1743,44,2025/07/15 09:47,807.85,ZAR,Morningside,Durban,TRANSFER,Gift payment,TXN-2025-000944
1744,62,2025/07/15 10:17,28247.66,ZAR,Krugersdorp,Pretoria,TRANSFER,Savings transfer,TXN-2025-001479
1745,65,2025/07/15 11:23,4588.16,ZAR,Waterkloof,Pretoria,PAYMENT,IT services,TXN-2025-002128
1746,154,2025/07/15 14:17,42396.32,ZAR,Brooklyn,Pretoria,DEPOSIT,Personal transfer,TXN-2025-000584
1747,83,2025/07/15 14:45,627.62,ZAR,Woodlands,Durban,PAYMENT,Construction materials,TXN-2025-000093
1748,50,2025/07/15 15:12,337.19,ZAR,Kimberley Central,Durban,TRANSFER,Investment capital,TXN-2025-001091
1749,116,2025/07/15 15:14,3549.56,ZAR,Atteridgeville,Pretoria,TRANSFER,Gift payment,TXN-2025-000453
1750,20,2025/07/15 15:26,38715.82,ZAR,Kimberley Central,Cape Town,DEPOSIT,Software license,TXN-2025-002318
1751,91,2025/07/15 15:38,49834.26,ZAR,Claremont,Cape Town,DEPOSIT,Personal transfer,TXN-2025-001694
1752,62,2025/07/15 15:44,1984.04,ZAR,Green Point,Cape Town,TRANSFER,Maintenance costs,TXN-2025-000901
1753,73,2025/07/15 18:52,4278.07,ZAR,Khayelitsha,Cape Town,TRANSFER,Loan repayment,TXN-2025-000192
1754,186,2025/07/15 19:23,30986.3,ZAR,Fourways,Johannesburg,WITHDRAWAL,School fees,TXN-2025-002805
1755,7,2025/07/15 19:51,15500,ZAR,Alexandra,Johannesburg,WITHDRAWAL,Office equipment,TXN-2025-001046
1756,111,2025/07/16 08:56,12138.96,ZAR,Waterkloof,Pretoria,PAYMENT,Rental payment,TXN-2025-001631
1757,196,2025/07/16 09:21,247.28,ZAR,Waterkloof,Pretoria,DEPOSIT,Training costs,TXN-2025-001923
1758,185,2025/07/16 11:07,4351.06,ZAR,Centurion,Pretoria,DEPOSIT,Sponsorship fee,TXN-2025-000175
1759,118,2025/07/16 11:11,2341.98,ZAR,Krugersdorp,Durban,DEPOSIT,Maintenance costs,TXN-2025-001443
1760,2,2025/07/16 11:11,8900,ZAR,Pretoria Central,Pretoria,PAYMENT,Software license,TXN-2025-002035
1761,157,2025/07/16 11:50,15533.63,ZAR,Paarl,Cape Town,WITHDRAWAL,Loan repayment,TXN-2025-002384
1762,167,2025/07/16 16:52,875.24,ZAR,Soweto,Johannesburg,WITHDRAWAL,Sponsorship fee,TXN-2025-000716
1763,20,2025/07/16 17:17,5000,ZAR,Port Elizabeth Central,Johannesburg,DEPOSIT,Equipment lease,TXN-2025-002846
1764,10,2025/07/16 17:56,13692.08,ZAR,Vosloorus,Johannesburg,WITHDRAWAL,Gift payment,TXN-2025-001266
1765,133,2025/07/17 09:18,9670.61,ZAR,Pietermaritzburg,Durban,PAYMENT,Utility payment,TXN-2025-001827
1766,14,2025/07/17 09:38,25900,ZAR,Katlehong,Johannesburg,TRANSFER,Personal transfer,TXN-2025-001980
1767,100,2025/07/17 10:38,1932.77,ZAR,Observatory,Cape Town,TRANSFER,Maintenance costs,TXN-2025-001637
1768,23,2025/07/17 10:42,9000,ZAR,Fourways,Johannesburg,PAYMENT,Vehicle purchase,TXN-2025-000180
1769,151,2025/07/17 11:52,11676.2,ZAR,Brooklyn,Pretoria,PAYMENT,Loan repayment,TXN-2025-002488
1770,198,2025/07/17 13:46,174.67,ZAR,Morningside,Durban,WITHDRAWAL,Service payment,TXN-2025-001734
1771,49,2025/07/17 14:13,1137.37,ZAR,Stellenbosch,Durban,WITHDRAWAL,IT services,TXN-2025-002787
1772,74,2025/07/17 15:56,25950,ZAR,Centurion,Pretoria,WITHDRAWAL,Loan repayment,TXN-2025-000374
1773,10,2025/07/17 18:35,1839.79,ZAR,La Lucia,Cape Town,WITHDRAWAL,Supplier payment,TXN-2025-000300
1774,120,2025/07/17 18:36,3785.67,ZAR,Richards Bay,Pretoria,TRANSFER,Property deposit,TXN-2025-000823
1775,182,2025/07/17 19:03,20365.28,ZAR,Pietermaritzburg,Durban,WITHDRAWAL,Professional services,TXN-2025-002258
1776,147,2025/07/18 09:10,8000,ZAR,Mitchells Plain,Cape Town,DEPOSIT,Loan repayment,TXN-2025-002514
1777,173,2025/07/18 09:24,8990,ZAR,Umhlanga,Durban,DEPOSIT,Consulting fee,TXN-2025-001135
1778,34,2025/07/18 09:38,12041.57,ZAR,Richards Bay,Johannesburg,DEPOSIT,Accounting services,TXN-2025-000563
1779,121,2025/07/18 10:36,4864.93,ZAR,Richards Bay,Johannesburg,WITHDRAWAL,Property investment,TXN-2025-000496
1780,154,2025/07/18 10:44,991.04,ZAR,Atteridgeville,Pretoria,TRANSFER,Vehicle purchase,TXN-2025-002124
1781,74,2025/07/18 11:13,983.04,ZAR,Soweto,Johannesburg,PAYMENT,Insurance premium,TXN-2025-001070
1782,10,2025/07/18 11:20,366.64,ZAR,Ballito,Durban,WITHDRAWAL,Commission payment,TXN-2025-000951
1783,177,2025/07/18 11:32,330.04,ZAR,Alberton,Pretoria,PAYMENT,Accounting services,TXN-2025-000283
1784,97,2025/07/18 11:56,156.32,ZAR,Pietermaritzburg,Durban,TRANSFER,Legal fees,TXN-2025-002234
1785,71,2025/07/18 11:57,179.89,ZAR,Sea Point,Cape Town,WITHDRAWAL,Business payment,TXN-2025-002980
1786,80,2025/07/18 14:02,15499.23,ZAR,Nelspruit,Durban,PAYMENT,Property deposit,TXN-2025-000681
1787,114,2025/07/18 14:43,932.52,ZAR,Krugersdorp,Durban,WITHDRAWAL,Savings transfer,TXN-2025-002063
1788,109,2025/07/18 15:23,8500,ZAR,Nelspruit,Durban,TRANSFER,Supplier payment,TXN-2025-002173
1789,44,2025/07/18 15:24,42632.67,ZAR,Ballito,Durban,DEPOSIT,Construction materials,TXN-2025-001060
1790,9,2025/07/18 15:43,5500,ZAR,Waterkloof,Pretoria,WITHDRAWAL,Property investment,TXN-2025-002025
1791,24,2025/07/18 16:04,19506.89,ZAR,Nelspruit,Cape Town,TRANSFER,IT services,TXN-2025-000927
1792,95,2025/07/18 17:42,12999,ZAR,Germiston,Pretoria,DEPOSIT,Property investment,TXN-2025-002168
1793,21,2025/07/18 18:47,22329.33,ZAR,Germiston,Johannesburg,DEPOSIT,Utility payment,TXN-2025-001209
1794,189,2025/07/19 09:42,13905.76,ZAR,Woodlands,Pretoria,TRANSFER,Event payment,TXN-2025-000742
1795,94,2025/07/19 11:25,6808.11,ZAR,Arcadia,Pretoria,PAYMENT,Event payment,TXN-2025-002557
1796,146,2025/07/19 12:19,28194.72,ZAR,Hillcrest,Durban,PAYMENT,Subscription fee,TXN-2025-001181
1797,161,2025/07/19 12:55,10913.47,ZAR,Umhlanga Rocks,Pretoria,TRANSFER,Marketing services,TXN-2025-000221
1798,23,2025/07/19 12:56,25000,ZAR,Newlands,Cape Town,PAYMENT,Travel expenses,TXN-2025-001938
1799,116,2025/07/19 12:56,2875.93,ZAR,Ballito,Durban,WITHDRAWAL,Professional services,TXN-2025-002017
1800,160,2025/07/19 14:34,44492.44,ZAR,Menlyn,Pretoria,PAYMENT,Business payment,TXN-2025-000841
1801,21,2025/07/19 15:12,519.11,ZAR,Brooklyn,Pretoria,TRANSFER,Travel expenses,TXN-2025-002374
1802,38,2025/07/19 15:56,2495.36,ZAR,Roodepoort,Pretoria,PAYMENT,Travel expenses,TXN-2025-001706
1803,183,2025/07/19 16:52,11155.69,ZAR,Stellenbosch,Durban,WITHDRAWAL,Donation,TXN-2025-000555
1804,154,2025/07/19 16:57,26508.87,ZAR,Mabopane,Pretoria,DEPOSIT,Trade payment,TXN-2025-002187
1805,128,2025/07/19 19:58,9663.99,ZAR,Umhlanga Rocks,Cape Town,DEPOSIT,Personal transfer,TXN-2025-002213
1806,192,2025/07/20 12:34,4457,ZAR,Morningside,Durban,WITHDRAWAL,Equipment purchase,TXN-2025-001973
1807,199,2025/07/20 13:44,3524.93,ZAR,Orange Farm,Johannesburg,DEPOSIT,Utility payment,TXN-2025-002320
1808,144,2025/07/20 14:40,40421.58,ZAR,Westville,Pretoria,TRANSFER,Export proceeds,TXN-2025-001223
1809,20,2025/07/20 15:33,7900,ZAR,Plettenberg Bay,Johannesburg,DEPOSIT,Accounting services,TXN-2025-001784
1810,127,2025/07/20 16:28,10500,ZAR,Vosloorus,Johannesburg,TRANSFER,Stock purchase,TXN-2025-002162
1811,94,2025/07/20 17:43,4715.78,ZAR,Daveyton,Johannesburg,DEPOSIT,Savings transfer,TXN-2025-001317
1812,46,2025/07/20 18:22,693.15,ZAR,Berea,Johannesburg,DEPOSIT,Savings transfer,TXN-2025-002940
1813,22,2025/07/21 09:20,10990,ZAR,Constantia,Cape Town,TRANSFER,Marketing services,TXN-2025-002307
1814,137,2025/07/21 10:03,13196.38,ZAR,Fourways,Johannesburg,WITHDRAWAL,Supplier payment,TXN-2025-002890
1815,119,2025/07/21 11:15,25500,ZAR,Orange Farm,Johannesburg,WITHDRAWAL,Gift payment,TXN-2025-002291
1816,153,2025/07/21 12:20,735.96,ZAR,Krugersdorp,Johannesburg,WITHDRAWAL,Software license,TXN-2025-001132
1817,2,2025/07/21 14:21,19185.8,ZAR,Edenvale,Johannesburg,WITHDRAWAL,Event payment,TXN-2025-000240
1818,67,2025/07/21 14:46,9662.91,ZAR,Port Elizabeth Central,Cape Town,TRANSFER,Trade payment,TXN-2025-001099
1819,27,2025/07/21 17:23,3979.79,ZAR,Observatory,Cape Town,WITHDRAWAL,Travel expenses,TXN-2025-002927
1820,194,2025/07/21 17:58,693.02,ZAR,Paarl,Durban,PAYMENT,Professional services,TXN-2025-000158
1821,2,2025/07/21 18:07,25784.92,ZAR,Polokwane,Pretoria,TRANSFER,Construction materials,TXN-2025-002125
1822,178,2025/07/21 18:55,15950,ZAR,Rosebank,Johannesburg,PAYMENT,Savings transfer,TXN-2025-002460
1823,40,2025/07/22 09:37,1347.86,ZAR,Orange Farm,Johannesburg,PAYMENT,Supplier payment,TXN-2025-001751
1824,169,2025/07/22 12:46,2916.18,ZAR,Kimberley Central,Durban,DEPOSIT,Furniture purchase,TXN-2025-001486
1825,74,2025/07/22 12:49,7162.66,ZAR,Soweto,Johannesburg,PAYMENT,Legal fees,TXN-2025-002150
1826,59,2025/07/22 12:58,42311.33,ZAR,Orange Farm,Johannesburg,PAYMENT,Gift payment,TXN-2025-001035
1827,144,2025/07/22 13:41,10950,ZAR,Morningside,Durban,PAYMENT,Construction payment,TXN-2025-001425
1828,53,2025/07/22 14:08,29710.23,ZAR,Ballito,Durban,WITHDRAWAL,Savings transfer,TXN-2025-002002
1829,189,2025/07/22 14:25,14007.39,ZAR,Brooklyn,Pretoria,TRANSFER,Supplier payment,TXN-2025-001707
1830,78,2025/07/22 18:30,5990,ZAR,Westville,Johannesburg,PAYMENT,Equipment lease,TXN-2025-000484
1831,118,2025/07/23 10:30,33956.55,ZAR,Krugersdorp,Durban,TRANSFER,Training costs,TXN-2025-000043
1832,5,2025/07/23 13:14,12578.59,ZAR,Lynnwood,Cape Town,DEPOSIT,Import payment,TXN-2025-002637
1833,96,2025/07/23 16:30,3826.76,ZAR,Alberton,Cape Town,TRANSFER,Vehicle purchase,TXN-2025-002683
1834,70,2025/07/23 17:51,2575.76,ZAR,Pretoria Central,Pretoria,WITHDRAWAL,Accounting services,TXN-2025-001691
1835,178,2025/07/23 19:48,8999,ZAR,Lynnwood,Pretoria,PAYMENT,Supplier payment,TXN-2025-000046
